Year,Month,State,Species,Metric Tons,Pounds,$
2014,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",37.5,"82,577","285,966"
2015,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",50.2,"110,619","399,901"
2016,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",78.6,"173,330","638,077"
1990,Jan,Florida West Coast,SNAPPERS,8.5,"18,786","30,957"
1991,Jan,Florida West Coast,SNAPPERS,3.9,"8,534","15,324"
1992,Jan,Florida West Coast,SNAPPERS,2,"4,427","7,591"
1993,Jan,Florida West Coast,SNAPPERS,1.5,"3,309","4,142"
1994,Jan,Florida West Coast,SNAPPERS,0.4,895,"1,425"
1995,Jan,Florida West Coast,SNAPPERS,0.2,356,644
1996,Jan,Florida West Coast,SNAPPERS,0.1,139,147
1997,Jan,Florida West Coast,SNAPPERS,0.2,469,599
1998,Jan,Florida West Coast,SNAPPERS,0.1,131,156
1999,Jan,Florida West Coast,SNAPPERS,0.2,382,689
2000,Jan,Florida West Coast,SNAPPERS,0.1,121,168
2001,Jan,Florida West Coast,SNAPPERS,0.1,208,447
2002,Jan,Florida West Coast,SNAPPERS,0.2,541,"1,174"
2003,Jan,Florida West Coast,SNAPPERS,0.2,361,311
2004,Jan,Florida West Coast,SNAPPERS,0,86,92
2005,Jan,Florida West Coast,SNAPPERS,0,95,189
2008,Jan,Florida West Coast,SNAPPERS,0.1,248,754
2016,Jan,Florida West Coast,SNAPPERS,0,11,116
1999,Jan,Louisiana,"SNAPPER, BLACK",0,100,144
2000,Jan,Louisiana,"SNAPPER, BLACK",0.1,185,298
2001,Jan,Louisiana,"SNAPPER, BLACK",0.2,354,489
2002,Jan,Louisiana,"SNAPPER, BLACK",0,36,50
1991,Jan,Louisiana,"SNAPPER, BLACKFIN",0.1,267,240
1990,Jan,Louisiana,"SNAPPER, GRAY",0.1,214,150
1991,Jan,Louisiana,"SNAPPER, GRAY",0,77,101
1992,Jan,Louisiana,"SNAPPER, GRAY",0.4,960,941
1994,Jan,Louisiana,"SNAPPER, GRAY",0,82,102
1995,Jan,Louisiana,"SNAPPER, GRAY",0.1,133,153
1998,Jan,Louisiana,"SNAPPER, GRAY",0.1,118,175
2002,Jan,Louisiana,"SNAPPER, GRAY",0.1,157,221
2003,Jan,Louisiana,"SNAPPER, GRAY",0.1,228,377
2004,Jan,Louisiana,"SNAPPER, GRAY",0.1,115,195
2005,Jan,Louisiana,"SNAPPER, GRAY",0.1,117,162
2008,Jan,Louisiana,"SNAPPER, GRAY",0,48,84
2012,Jan,Louisiana,"SNAPPER, GRAY",0,86,158
2013,Jan,Louisiana,"SNAPPER, GRAY",0,27,50
1992,Jan,Louisiana,"SNAPPER, LANE",1.1,"2,485","5,264"
1993,Jan,Louisiana,"SNAPPER, LANE",0.1,178,368
1994,Jan,Louisiana,"SNAPPER, LANE",0,110,170
1995,Jan,Louisiana,"SNAPPER, LANE",0.2,414,752
1996,Jan,Louisiana,"SNAPPER, LANE",0.1,302,372
1997,Jan,Louisiana,"SNAPPER, LANE",0,19,32
1999,Jan,Louisiana,"SNAPPER, LANE",0.1,122,214
2000,Jan,Louisiana,"SNAPPER, LANE",0.1,226,395
2001,Jan,Louisiana,"SNAPPER, LANE",0.1,122,233
2002,Jan,Louisiana,"SNAPPER, LANE",0.2,351,645
2003,Jan,Louisiana,"SNAPPER, LANE",0.1,247,400
2004,Jan,Louisiana,"SNAPPER, LANE",0.2,446,732
2005,Jan,Louisiana,"SNAPPER, LANE",0.5,"1,209","1,749"
2007,Jan,Louisiana,"SNAPPER, LANE",0.2,394,598
2008,Jan,Louisiana,"SNAPPER, LANE",0.1,130,341
2009,Jan,Louisiana,"SNAPPER, LANE",0.1,142,296
2011,Jan,Louisiana,"SNAPPER, LANE",0,31,38
2012,Jan,Louisiana,"SNAPPER, LANE",0,79,107
2013,Jan,Louisiana,"SNAPPER, LANE",0,75,195
2014,Jan,Louisiana,"SNAPPER, LANE",0,82,221
2016,Jan,Louisiana,"SNAPPER, LANE",0,13,30
1995,Jan,Louisiana,"SNAPPER, QUEEN",0.3,768,"1,588"
1999,Jan,Louisiana,"SNAPPER, QUEEN",0.2,495,890
2000,Jan,Louisiana,"SNAPPER, QUEEN",1.4,"3,105","5,623"
2002,Jan,Louisiana,"SNAPPER, QUEEN",0,82,148
2004,Jan,Louisiana,"SNAPPER, QUEEN",0.3,652,"1,288"
2008,Jan,Louisiana,"SNAPPER, QUEEN",0.2,421,955
1990,Jan,Louisiana,"SNAPPER, RED",55.6,"122,569","309,809"
1991,Jan,Louisiana,"SNAPPER, RED",32.5,"71,678","180,508"
1992,Jan,Louisiana,"SNAPPER, RED",296.9,"654,603","1,166,448"
1994,Jan,Louisiana,"SNAPPER, RED",61.4,"135,472","268,028"
1996,Jan,Louisiana,"SNAPPER, RED",0.3,731,"1,338"
2007,Jan,Louisiana,"SNAPPER, RED",17.2,"37,846","106,368"
2008,Jan,Louisiana,"SNAPPER, RED",30,"66,182","233,210"
2009,Jan,Louisiana,"SNAPPER, RED",22.9,"50,456","181,845"
2010,Jan,Louisiana,"SNAPPER, RED",35.5,"78,215","240,552"
2011,Jan,Louisiana,"SNAPPER, RED",26.7,"58,915","119,627"
2012,Jan,Louisiana,"SNAPPER, RED",38.7,"85,358","226,101"
2013,Jan,Louisiana,"SNAPPER, RED",36.3,"79,944","344,824"
2014,Jan,Louisiana,"SNAPPER, RED",30.9,"68,141","283,083"
2015,Jan,Louisiana,"SNAPPER, RED",44.8,"98,730","415,537"
2016,Jan,Louisiana,"SNAPPER, RED",47,"103,593","435,687"
1990,Jan,Louisiana,"SNAPPER, SILK",1,"2,283","1,859"
1993,Jan,Louisiana,"SNAPPER, SILK",0.7,"1,543","2,781"
1999,Jan,Louisiana,"SNAPPER, SILK",0.2,484,953
2001,Jan,Louisiana,"SNAPPER, SILK",0,52,94
2002,Jan,Louisiana,"SNAPPER, SILK",0.1,327,507
2004,Jan,Louisiana,"SNAPPER, SILK",0.4,913,"1,638"
1990,Jan,Louisiana,"SNAPPER, VERMILION",15.5,"34,075","55,013"
1991,Jan,Louisiana,"SNAPPER, VERMILION",18.8,"41,352","73,458"
1992,Jan,Louisiana,"SNAPPER, VERMILION",11.5,"25,276","41,304"
1993,Jan,Louisiana,"SNAPPER, VERMILION",27.7,"61,054","107,940"
1994,Jan,Louisiana,"SNAPPER, VERMILION",14.5,"31,966","60,657"
1995,Jan,Louisiana,"SNAPPER, VERMILION",13.6,"29,996","59,552"
1996,Jan,Louisiana,"SNAPPER, VERMILION",11,"24,356","60,430"
1997,Jan,Louisiana,"SNAPPER, VERMILION",9.1,"20,032","38,344"
1998,Jan,Louisiana,"SNAPPER, VERMILION",7.8,"17,252","35,484"
1999,Jan,Louisiana,"SNAPPER, VERMILION",30.4,"67,128","131,325"
2000,Jan,Louisiana,"SNAPPER, VERMILION",17.2,"37,866","71,713"
2001,Jan,Louisiana,"SNAPPER, VERMILION",9.7,"21,489","44,867"
2002,Jan,Louisiana,"SNAPPER, VERMILION",30.8,"67,829","122,230"
2003,Jan,Louisiana,"SNAPPER, VERMILION",28.3,"62,319","125,332"
2004,Jan,Louisiana,"SNAPPER, VERMILION",39.3,"86,641","158,527"
2005,Jan,Louisiana,"SNAPPER, VERMILION",32.3,"71,136","145,606"
